image_id,image_name,coco_supercategs,coco_categs,coco_areas,coco_captions
26443,26443.jpg,"['person', 'person', 'person', 'animal', 'outdoor']","['person', 'person', 'person', 'elephant', 'bench']","[5526.725600000002, 2594.789400000001, 5280.8947, 66260.45285, 12294.011400000005]","['A couple riding on the back of an elephant on a dirt road.', 'These people are riding on the back of an elephant', 'an elephant with three people riding on it and some bushes', ""A couple sits within a basket mounted on top of an elephant while another man crouches on the animal's neck."", 'Riders sitting atop elephant in natural outdoor area.']"
26702,26702.jpg,"['animal', 'animal']","['giraffe', 'giraffe']","[50476.06685000001, 19918.026250000003]","['Two giraffes walk along a rocky path, near a tree.', 'Two giraffes walking down a path near some dead trees.', 'The giraffes are walking over the fallen down branches.', ' couple of giraffe walking along a rock covered dirt road.', 'two giraffes some rocks grass dirt and trees']"
26981,26981.jpg,"['food', 'food', 'food', 'furniture']","['broccoli', 'broccoli', 'pizza', 'dining table']","[33713.868599999994, 24721.622699999993, 26048.949699999997, 268915.1899]","['some broccoli a piece of chicken and some white rice', 'A plate of food containing rice and broccoli. ', 'A plate filled with meat, broccoli and rice.', 'A plate of vegetables, rice and fried fish.', 'A plate that has rice, broccoli and another food item.']"
27002,27002.jpg,['vehicle'],['motorcycle'],[71839.88535],"['A motorcycle parked next to a street sign.', 'A black and gray motorcycle in the street', 'Black motorcycle with a yellow helmet parked outside by itself.', 'A sleek black motorcycle is sitting alongside the road in a farm area.', 'A motorcycle sits on the side of the road.']"
27030,27030.jpg,['furniture'],['bed'],[112910.76414999999],"['a twin bed with a white comforter on it and a little table next to it', 'An empty bed with a wooden headboard in a bedroom. ', 'a made bed near a wall in a bed room', 'Twin bed with white bedspread and white carpet.', 'A BED NEATLY MADE WITH A TABLE NEXT TO IT']"
27298,27298.jpg,"['kitchen', 'appliance']","['bottle', 'sink']","[676.2306000000001, 3237.0948500000013]","['A commercial bathroom with a baby changing station', 'Public bathroom with basin, mirror, towel dispenser, and changing table.', 'A clean bathroom with plenty of amenities including a diaper changing table.', 'A very clean store bathroom with a baby changing table.', 'A smaller public bathroom, with a baby station, mirror, and towel dispenser. ']"
27665,27665.jpg,"['animal', 'animal', 'person', 'person', 'person', 'person', 'animal']","['giraffe', 'giraffe', 'person', 'person', 'person', 'person', 'giraffe']","[7679.6748499999985, 1813.1349499999985, 51.42649999999999, 22.627450000000017, 60.07179999999954, 50.05745000000013, 366.7796499999995]","['A giraffe is walking on the green field of grass.', 'Two giraffes eating on trees while on giraffe is walking. ', 'Small giraffes in an enclosure with grass and rocks. ', 'Couple of giraffes walking around in their habitat at the zoo', 'Giraffes in a grassy area at an animal reserve.']"
28367,28367.jpg,"['animal', 'animal']","['elephant', 'elephant']","[78311.11600000002, 47798.9645]","['A smaller elephant reaching for an older one with its trunk.', 'A small elephant is looking at a large elephant.', 'A young elephant is petting a mother elephant with their trunk.', 'A young elephant pointing its trunk at a larger elephant.', 'Two elephants standing next to each other in a forest.']"
28930,28930.jpg,"['animal', 'animal']","['bear', 'bear']","[9081.9917, 4446.496050000004]","['A group of pandas hanging out in a tree.', 'Panda bears sitting on limbs in a tree.', 'Pandas chill out in the branches of a tree.', 'Three pandas resting in a tall wide stump tree ', 'Two large Panda Bears resting in a tree.']"
29730,29730.jpg,"['person', 'sports']","['person', 'skis']","[25968.2573, 1192.6541499999987]","['A woman riding skis down a snow covered slope.', 'A woman down hill skiing on a sunny day', 'A female skier traveling downhill on groomed snow.', 'A woman is skiing downhill on mountain in the snow.', 'A woman is skiing down a steep ski slope.']"
29732,29732.jpg,['animal'],['zebra'],[63854.609949999955],"['A zebra standing next to a lot of trees.', 'a zebra in captivity in a man made environment ', 'A zebra standing next to a tree with a stone wall behind.', ""A zebra stands around in it's zoo habitat under a tree for shade"", 'A zebra in the field under a tree for cover']"
30109,30109.jpg,"['sports', 'sports', 'sports', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'sports', 'sports', 'person', 'person']","['sports ball', 'sports ball', 'sports ball', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'sports ball', 'sports ball', 'person', 'person']","[324.5020499999999, 334.1074500000001, 741.3442999999999, 3370.331299999999, 1429.9913000000001, 1670.8271999999997, 433.18055, 2379.437450000002, 534.7836000000004, 2189.1561500000007, 4672.288549999995, 574.9423500000001, 4389.536900000001, 276.82370000000014, 125.54640000000035, 21.345949999999924, 10.960250000000014, 134.89339999999993, 2970]","['Several small kids play ball n the yard of their school', 'A bunch of kids having a lot of fun at soccer practice. ', 'A group of children is playing with soccer balls as adults watch.', 'a couple of kids and grown ups playing outside', 'Many people and children are on the grass near a red building while different balls dot the grassy area near the kids.']"
30148,30148.jpg,"['electronic', 'electronic', 'indoor', 'electronic']","['tv', 'keyboard', 'clock', 'mouse']","[35815.8376, 15898.656249999996, 3073.735100000004, 979.6867000000002]","['Desktop computer on a white tiled desk with a table lamp.', 'A computer on a desk with a desk lamp nearby turned on.', 'A desktop computer sitting on top of a desk.', 'THRE IS A DESK TOP ON THE TABLE IN THE ROOM', 'The computer is sitting on the tile counter.']"
32134,32134.jpg,"['sports', 'person', 'sports', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle']","['sports ball', 'person', 'tennis racket', 'car', 'car', 'car', 'car', 'car', 'car', 'car']","[547.3294500000001, 40084.73235, 4797.078049999999, 2704.0206500000004, 4936.2035000000005, 4309.43475, 2060.2134000000005, 1879.2520999999988, 2192.20115, 829.6011499999997]","['a woman holding a racquet on a tennis court.', 'A girl on a tennis court hitting a tennis ball with racket.', 'A girl in a pink t-shirt and white tennis shoes holds out her racket.', 'Woman wearing pink and black swinging at a tennis ball. ', 'A female tennis player holding a tennis racket about to hit the tennis ball.']"
32275,32275.jpg,"['appliance', 'appliance']","['sink', 'sink']","[3055.230399999998, 1292.9874499999992]","['The vanity contains two sinks with a towel for each.', 'A clean restroom with towels and washcloths laid out.', 'The bathroom counter is stocked with towels and supplies.', 'There is a clean bathroom counter and sink.', 'A hotel bathroom with stone counter and mirror']"
32809,32809.jpg,"['vehicle', 'vehicle', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","['car', 'bus', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[1056.095149999999, 53277.720100000006, 1036.495299999999, 822.9108499999996, 1470.87505, 581.5368999999994, 398.54345000000035, 602.3132000000005, 1159.0341999999994, 216.43445000000014, 130.70435000000003, 476.81564999999995, 220.64249999999979, 94.21130000000021]","['A bus with Arabic writing and people on top of it.', 'A passenger bus travels down a road straddling the center line.', 'a bus driving down a street with people seated on the roof of the bus.', 'A bus is traveling down the road with many passengers.', 'a bus with people riding on the roof']"
33727,33727.jpg,['indoor'],['clock'],[943.3727999999994],"['A very tall brick clock tower sitting in the middle of a city.', 'A large clock tower on top of a building on a city street.', 'A clock is shown at the top of a tower.', 'A brick clock tower stands in a city scene against the sky.', 'A clock tower that is surrounded by buildings.']"
33764,33764.jpg,"['person', 'person', 'sports', 'furniture', 'furniture', 'furniture', 'furniture', 'furniture', 'furniture', 'furniture', 'furniture', 'furniture', 'furniture', 'person', 'furniture', 'furniture', 'furniture', 'furniture']","['person', 'person', 'frisbee', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'chair', 'person', 'chair', 'chair', 'chair', 'chair']","[17586.958649999997, 20783.606200000002, 1987.7539499999998, 266.1967499999998, 295.2890500000001, 351.0511999999998, 506.02505, 256.9078499999999, 314.3901999999999, 187.30810000000054, 298.51639999999963, 371.3215000000001, 543.2476499999998, 16291.266299999996, 326.4621, 237.1898000000001, 213.54770000000033, 34395]","['Players attempt to block a pass n a frosbee game.', 'Two guys are competing over the Frisbee while a lady approaches. ', 'A man on a football field about to throw a frisbee.', 'three men on a field playing with a Frisbee', 'Three young people are playing frisbee on a soccer field.']"
34961,34961.jpg,"['animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal']","['sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep']","[9121.695000000002, 2288.992400000001, 1583.27565, 3019.03895, 931.5522499999997, 409.7234499999998, 272.21745000000027, 183.2366000000001, 317.56505, 302.7494, 970.8227500000002]","['Several sheep graze in a clumpy grass field. ', 'A small herd of sheep grazing in a grassy field.', 'The sheep walk through a field near a farm house. ', 'A herd of white lamb are running on a green field.', 'Small herd of sheep walking and grazing in fenced farm field.']"
35927,35927.jpg,['animal'],['bird'],[31219.094950000006],"['A white and black bird standing in the surf ', 'A bird walking in the water on the beach.', 'Black and white bird walking along the low tide surf. ', 'A sea bird is walking on the shore water.', 'Bird with orange beak walking on edge of water.']"
35972,35972.jpg,"['vehicle', 'vehicle', 'vehicle', 'outdoor', 'vehicle', 'vehicle']","['car', 'car', 'car', 'fire hydrant', 'car', 'car']","[3486.1614499999996, 2951.4372, 230.70140000000006, 56005.09975, 3289.4634999999994, 2853.0070499999993]","['A red water hydrant on a pavement next to some buildings', 'A fire hydrant on a city side walk. ', 'An old fashioned fire hydrant on the city streets.', 'there is a old fire hydrant painted red and black', 'A red fire hydrant sitting on the side of a road.']"
36151,36151.jpg,"['person', 'person', 'person', 'sports', 'sports']","['person', 'person', 'person', 'baseball bat', 'baseball glove']","[27072.3865, 40971.73545, 10957.104199999996, 1788.9540499999998, 2739.406899999999]","['a girl that is up to the plate with a bat', 'A young person playing baseball prepares to swing at a pitch.', 'A kid that is up to bat at a baseball game.', 'The young man is hitting the ball during the game.', 'a young kid with a bat gets ready to see a pitch ']"
36589,36589.jpg,"['indoor', 'furniture', 'person']","['teddy bear', 'bed', 'person']","[81824.63884999997, 83369.31430000004, 9067.5599]","['A teddy bear nestled next to a swaddled baby.', 'A baby sleeps beside a teddy bear with a pink ribbon.', ""Teddy bear above a female baby I'm crib sleeping."", 'a teddy bear with a pink ribbon standing next to a baby', 'A teddy bear standing next to a baby.']"
37358,37358.jpg,"['outdoor', 'outdoor', 'outdoor', 'outdoor', 'animal', 'outdoor']","['traffic light', 'traffic light', 'traffic light', 'traffic light', 'horse', 'traffic light']","[2808.3533, 393.3191000000002, 792.5166499999995, 3640.2822999999985, 4958.372249999997, 234.51334999999978]","['A sculpture of a man on a horse.', 'The statue is in the middle of the city. ', 'The silhouette of a horse is elevated near a row of tall buildings.', 'A statue thats next to an busy intersection with some buildings in the background. ', 'Looking up at traffic signals and a statue of an Indian on horseback.']"
37779,37779.jpg,"['vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'person', 'person', 'person']","['car', 'motorcycle', 'motorcycle', 'motorcycle', 'motorcycle', 'person', 'person', 'person']","[145.3326500000004, 430.3986000000003, 109.94675000000014, 1475.0166500000003, 28346.320099999994, 539.22935, 72.87064999999988, 365.29120000000006]","['Several motor bikes going down a city road.', 'Several motorcyclists driving down a road on a sunny day.', 'First person view of several motorcycles driving down a paved road.', 'a motorcycle driving down a high way with others', 'a few people riding motorcycles on a raod']"
37823,37823.jpg,"['animal', 'animal', 'animal']","['sheep', 'sheep', 'sheep']","[15000.72525, 4585.672099999999, 3539.5633]","['Two white and one black sheep in the lawn.', 'A sheep looking on as two other ones sit on the other side of a fence.', 'Three small sheep on a grassy hill outside.', 'Three lambs enclosed in a grassy area near a building. ', 'one sheep with two other sheep behind a fence']"
38370,38370.jpg,"['furniture', 'furniture', 'person', 'person', 'person', 'person', 'person', 'furniture', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'food', 'food', 'food', 'kitchen', 'furniture', 'furniture', 'furniture', 'kitchen']","['chair', 'dining table', 'person', 'person', 'person', 'person', 'person', 'chair', 'cup', 'cup', 'cup', 'fork', 'hot dog', 'hot dog', 'hot dog', 'fork', 'chair', 'chair', 'chair', 'cup']","[10577.137, 10585.186500000002, 20854.540700000005, 4346.307750000001, 3982.4302000000016, 13809.05565, 16688.0455, 3762.9685999999992, 927.2577499999995, 724.7846500000007, 550.1103000000004, 241.19625000000025, 712.2048999999997, 254.1857000000001, 50.49540000000029, 90.14314999999942, 14093.708050000003, 9276.577250000006, 594.5656000000008, 351.51545000000016]","['The kids are sitting and eating around a table.', 'A group of children are sitting at a table eating hotdogs and fruit.', 'Five blonde children eat at a table outside.', 'A group of little kids eating dinner at a small table.', 'a group of children sitting at a table ']"
